ordernumber,quantityordered,priceeach,orderlinenumber,sales,orderdate,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,city,postalcode,country,territory,contactlastname,contactfirstname,dealsize,year,month,quarter
10139,0.3934426229508197,1.0,0.23529411764705882,0.34924041709403997,2003-07-16,SHIPPED,3,7,2003,VINTAGE CARS,0.3646408839779005,S18_3320,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"MONITOR MONEY BUILDING, 815 PACIFIC HWY",CHATSWOOD,2067,AUSTRALIA,APAC,HUXLEY,ADRIAN,MEDIUM,2003,7,3
10139,0.5737704918032788,1.0,0.4117647058823529,0.9988780825167303,2003-07-16,SHIPPED,3,7,2003,VINTAGE CARS,0.7458563535911602,S18_2795,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"MONITOR MONEY BUILDING, 815 PACIFIC HWY",CHATSWOOD,2067,AUSTRALIA,APAC,HUXLEY,ADRIAN,LARGE,2003,7,3
10139,0.2295081967213115,0.8640590809628008,0.058823529411764705,0.17628203629025524,2003-07-16,SHIPPED,3,7,2003,VINTAGE CARS,0.39226519337016574,S18_3136,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"MONITOR MONEY BUILDING, 815 PACIFIC HWY",CHATSWOOD,2067,AUSTRALIA,APAC,HUXLEY,ADRIAN,SMALL,2003,7,3
10139,0.7049180327868853,0.22223741794310725,0.2941176470588235,0.21800079516486304,2003-07-16,SHIPPED,3,7,2003,VINTAGE CARS,0.11049723756906077,S18_1367,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"MONITOR MONEY BUILDING, 815 PACIFIC HWY",CHATSWOOD,2067,AUSTRALIA,APAC,HUXLEY,ADRIAN,SMALL,2003,7,3
10139,0.4098360655737705,1.0,0.3529411764705882,0.3612066459745614,2003-07-16,SHIPPED,3,7,2003,VINTAGE CARS,0.3812154696132597,S18_1342,SOUVENIERS AND THINGS CO.,+61 2 9495 8555,"MONITOR MONEY BUILDING, 815 PACIFIC HWY",CHATSWOOD,2067,AUSTRALIA,APAC,HUXLEY,ADRIAN,MEDIUM,2003,7,3
10140,0.3278688524590164,1.0,0.1764705882352941,0.361631624842554,2003-07-24,SHIPPED,3,7,2003,CLASSIC CARS,0.6298342541436464,S10_4962,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.6721311475409837,1.0,0.0,0.6178243888423002,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.5193370165745856,S24_2300,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.6557377049180328,0.4801695842450766,0.058823529411764705,0.3166506854120658,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.14917127071823205,S18_2432,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,SMALL,2003,7,3
10140,0.5245901639344263,1.0,0.4117647058823529,0.581027633649506,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.569060773480663,S12_1666,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.3278688524590164,1.0,0.1176470588235294,0.31371592568215456,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.34806629834254144,S32_1268,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,SMALL,2003,7,3
10140,0.42622950819672134,1.0,0.5294117647058824,0.4943800553942581,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.45856353591160215,S18_1097,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.4918032786885246,1.0,0.2941176470588235,0.4854742089278973,2003-07-24,SHIPPED,3,7,2003,CLASSIC CARS,0.37569060773480667,S700_2824,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.5573770491803279,1.0,0.23529411764705882,0.5504772659692826,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.4861878453038674,S18_4600,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,MEDIUM,2003,7,3
10140,0.36065573770491804,0.46334792122538293,0.3529411764705882,0.1629286122368522,2003-07-24,SHIPPED,3,7,2003,TRUCKS AND BUSES,0.1712707182320442,S32_3522,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,SMALL,2003,7,3
10140,0.3770491803278689,0.22415207877461707,0.47058823529411764,0.10326451927606586,2003-07-24,SHIPPED,3,7,2003,VINTAGE CARS,0.09392265193370164,S18_4668,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,SMALL,2003,7,3
10140,0.5081967213114754,1.0,0.5882352941176471,0.9210508203896308,2003-07-24,SHIPPED,3,7,2003,CLASSIC CARS,0.9999999999999999,S10_1949,TECHNICS STORES INC.,6505556809,9408 FURTH CIRCLE,BURLINGAME,94217,USA,DESCONOCIDO,HIRANO,JURI,LARGE,2003,7,3
10141,0.29508196721311475,0.2613512035010941,0.3529411764705882,0.08307535022334778,2003-08-01,SHIPPED,3,8,2003,TRUCKS AND BUSES,0.11602209944751385,S32_2509,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,SMALL,2003,8,3
10141,0.459016393442623,1.0,0.47058823529411764,0.5819230293776666,2003-08-01,SHIPPED,3,8,2003,CLASSIC CARS,0.7513812154696132,S18_3232,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,MEDIUM,2003,8,3
10141,0.5573770491803279,0.926422319474836,0.0,0.44137262828715473,2003-08-01,SHIPPED,3,8,2003,CLASSIC CARS,0.4696132596685083,S24_4048,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,MEDIUM,2003,8,3
10141,0.6721311475409837,1.0,0.4117647058823529,0.7758577256280299,2003-08-01,SHIPPED,3,8,2003,TRUCKS AND BUSES,0.4917127071823204,S18_2319,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,MEDIUM,2003,8,3
10141,0.2459016393442623,1.0,0.23529411764705882,0.2215743596082978,2003-08-01,SHIPPED,3,8,2003,TRUCKS AND BUSES,0.4696132596685083,S12_4473,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,SMALL,2003,8,3
10141,0.2295081967213115,0.3754102844638949,0.058823529411764705,0.08078206803002916,2003-08-01,SHIPPED,3,8,2003,CLASSIC CARS,0.13259668508287292,S24_1444,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,SMALL,2003,8,3
10141,0.6229508196721312,1.0,0.1176470588235294,0.6706527368037714,2003-08-01,SHIPPED,3,8,2003,TRUCKS AND BUSES,0.4530386740331491,S50_1392,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,MEDIUM,2003,8,3
10141,0.5409836065573771,1.0,0.1764705882352941,0.7291995897216589,2003-08-01,SHIPPED,3,8,2003,CLASSIC CARS,0.718232044198895,S18_2238,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,MEDIUM,2003,8,3
10141,0.2459016393442623,0.21266411378555794,0.2941176470588235,0.05464586764848367,2003-08-01,SHIPPED,3,8,2003,CLASSIC CARS,0.011049723756906105,S24_2840,SUOMINEN SOUVENIERS,+358 9 8045 555,"SOFTWARE ENGINEERING CENTER, SEC OY",ESPOO,FIN-02271,FINLAND,EMEA,SUOMINEN,KALLE,SMALL,2003,8,3
10142,0.4426229508196722,1.0,0.7058823529411764,0.6018542710042131,2003-08-08,SHIPPED,3,8,2003,CLASSIC CARS,0.6519337016574586,S12_3148,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.5901639344262295,0.6522155361050328,0.8823529411764706,0.35412366484135127,2003-08-08,SHIPPED,3,8,2003,TRAINS,0.16022099447513816,S32_3207,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.29508196721311475,1.0,0.8235294117647058,0.4422706968383844,2003-08-08,SHIPPED,3,8,2003,CLASSIC CARS,0.6077348066298343,S18_4027,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.5901639344262295,0.3133205689277899,0.7647058823529411,0.21503529796965676,2003-08-08,SHIPPED,3,8,2003,TRAINS,0.13812154696132595,S50_1514,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.4426229508196722,1.0,0.2941176470588235,0.38540371321944883,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.4917127071823204,S24_2011,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.7049180327868853,0.9760667396061269,0.0,0.5789495137132529,2003-08-08,SHIPPED,3,8,2003,VINTAGE CARS,0.30386740331491713,S24_3151,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.2459016393442623,1.0,0.1176470588235294,0.24761834759395807,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.37016574585635353,S700_3505,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.6065573770491803,0.7813183807439825,0.47058823529411764,0.4183369026658069,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.2928176795580111,S700_1938,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.29508196721311475,0.5927242888402625,0.3529411764705882,0.1607903537815435,2003-08-08,SHIPPED,3,8,2003,VINTAGE CARS,0.2983425414364641,S18_4522,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.4426229508196722,1.0,0.6470588235294117,1.0,2003-08-08,SHIPPED,3,8,2003,CLASSIC CARS,0.9613259668508286,S12_1108,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,LARGE,2003,8,3
10142,0.5245901639344263,0.8004649890590809,0.1764705882352941,0.3693106455201815,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.3646408839779005,S700_3962,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10142,0.5409836065573771,0.23728118161925593,0.23529411764705882,0.16609457116224371,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.11602209944751385,S72_3212,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.5737704918032788,0.5076586433260394,0.058823529411764705,0.28624197735450657,2003-08-08,SHIPPED,3,8,2003,SHIPS,0.18232044198895025,S700_1138,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.26229508196721313,0.9700492341356675,0.5294117647058824,0.2231392975152769,2003-08-08,SHIPPED,3,8,2003,TRAINS,0.37016574585635353,S18_3259,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,SMALL,2003,8,3
10142,0.6557377049180328,1.0,0.5882352941176471,1.0,2003-08-08,SHIPPED,3,8,2003,CLASSIC CARS,0.7734806629834254,S12_3891,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,LARGE,2003,8,3
10142,0.6721311475409837,1.0,0.4117647058823529,0.7420024122228199,2003-08-08,SHIPPED,3,8,2003,VINTAGE CARS,0.569060773480663,S18_3140,MINI GIFTS DISTRIBUTORS LTD.,4155551450,5677 STRONG ST.,SAN RAFAEL,97562,USA,DESCONOCIDO,NELSON,VALARIE,MEDIUM,2003,8,3
10143,0.3278688524590164,0.7643599562363237,0.1764705882352941,0.22316602574596822,2003-08-10,SHIPPED,3,8,2003,PLANES,0.3646408839779005,S700_2466,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.42622950819672134,1.0,0.3529411764705882,0.636916364025138,2003-08-10,SHIPPED,3,8,2003,PLANES,0.6850828729281768,S18_1662,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,MEDIUM,2003,8,3
10143,0.6557377049180328,0.6559080962800876,0.7058823529411764,0.3956459712203776,2003-08-10,SHIPPED,3,8,2003,SHIPS,0.2928176795580111,S18_3029,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,MEDIUM,2003,8,3
10143,0.3278688524590164,1.0,0.5882352941176471,0.28470243126668426,2003-08-10,SHIPPED,3,8,2003,SHIPS,0.3149171270718232,S700_2047,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.4098360655737705,0.7988238512035011,0.8823529411764706,0.2889134640121079,2003-08-10,SHIPPED,3,8,2003,SHIPS,0.2154696132596685,S700_2610,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.459016393442623,1.0,0.6470588235294117,0.3973993431537308,2003-08-10,SHIPPED,3,8,2003,VINTAGE CARS,0.39779005524861877,S18_3856,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,MEDIUM,2003,8,3
10143,0.36065573770491804,0.9452954048140043,0.1176470588235294,0.2947950111757415,2003-08-10,SHIPPED,3,8,2003,PLANES,0.2596685082872928,S700_3167,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.7049180327868853,1.0,0.8235294117647058,0.6836586938581868,2003-08-10,SHIPPED,3,8,2003,CLASSIC CARS,0.569060773480663,S10_4757,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,MEDIUM,2003,8,3
10143,0.459016393442623,0.8067560175054704,0.23529411764705882,0.32574362949326613,2003-08-10,SHIPPED,3,8,2003,PLANES,0.22651933701657456,S700_4002,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.4918032786885246,1.0,0.058823529411764705,0.4629102365782519,2003-08-10,SHIPPED,3,8,2003,PLANES,0.3204419889502762,S700_1691,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,MEDIUM,2003,8,3
10143,0.36065573770491804,0.5376094091903719,0.2941176470588235,0.1832474132084234,2003-08-10,SHIPPED,3,8,2003,PLANES,0.19337016574585636,S24_3949,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.4426229508196722,0.6935175054704596,0.47058823529411764,0.27775175487539633,2003-08-10,SHIPPED,3,8,2003,VINTAGE CARS,0.17679558011049723,S24_3420,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.27868852459016397,0.7334518599562363,0.7647058823529411,0.1830349237744271,2003-08-10,SHIPPED,3,8,2003,VINTAGE CARS,0.27624309392265195,S24_3816,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.5081967213114754,0.325082056892779,0.5294117647058824,0.18601779431958276,2003-08-10,SHIPPED,3,8,2003,PLANES,0.08839779005524862,S72_1253,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.34426229508196726,0.4662199124726477,0.4117647058823529,0.15556632109291735,2003-08-10,SHIPPED,3,8,2003,PLANES,0.19337016574585636,S24_2841,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10143,0.459016393442623,0.13375273522975928,0.0,0.10214326999856335,2003-08-10,SHIPPED,3,8,2003,VINTAGE CARS,0.05524861878453041,S50_1341,MINI CREATIONS LTD.,5085559555,4575 HILLSIDE DR.,NEW BEDFORD,50553,USA,DESCONOCIDO,TAM,WING C,SMALL,2003,8,3
10144,0.2295081967213115,0.7519146608315099,0.0,0.15436488712334076,2003-08-13,SHIPPED,3,8,2003,VINTAGE CARS,0.19337016574585636,S32_4289,ROYALE BELGE,(071) 23 67 2555,"BOULEVARD TIROU, 255",CHARLEROI,B-6000,BELGIUM,EMEA,CARTRAIN,PASCALE,SMALL,2003,8,3
10145,0.4426229508196722,1.0,0.4117647058823529,0.6273449846145622,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.8839779005524863,S10_4698,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.34426229508196726,1.0,0.1764705882352941,0.3700804185640927,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.3812154696132597,S32_4485,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.5245901639344263,0.7450765864332605,0.058823529411764705,0.34874327200318067,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.26519337016574585,S50_4713,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.4426229508196722,0.7917122538293215,0.8235294117647058,0.30941668977544945,2003-08-25,SHIPPED,3,8,2003,PLANES,0.2154696132596685,S24_4278,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10145,0.6065573770491803,0.9425601750547046,0.3529411764705882,0.4860889582337985,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.43646408839779005,S24_1578,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.5081967213114754,1.0,0.47058823529411764,0.6295594185273413,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.4696132596685083,S10_2016,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.4426229508196722,0.9165754923413567,0.6470588235294117,0.34968143290044734,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.3646408839779005,S32_1374,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.639344262295082,0.7710612691466083,0.2941176470588235,0.43628090034045086,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.3425414364640884,S10_1678,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.5573770491803279,0.8295951859956237,0.8823529411764706,0.40352545362819026,2003-08-25,SHIPPED,3,8,2003,PLANES,0.419889502762431,S24_1785,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.2295081967213115,1.0,0.7058823529411764,0.3034282296890504,2003-08-25,SHIPPED,3,8,2003,PLANES,0.4696132596685083,S700_2834,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10145,0.4098360655737705,0.12199124726477018,0.0,0.0838825427902268,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.03867403314917128,S32_2206,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10145,0.3934426229508197,0.3116794310722101,0.5294117647058824,0.13470627344984612,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.14917127071823205,S18_2625,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10145,0.7049180327868853,1.0,0.23529411764705882,1.0,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.6464088397790055,S12_2823,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,LARGE,2003,8,3
10145,0.6721311475409837,0.7679157549234137,0.5882352941176471,0.45709016434520844,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.23756906077348067,S24_2000,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,MEDIUM,2003,8,3
10145,0.3934426229508197,0.799234135667396,0.7647058823529411,0.2776354870718889,2003-08-25,SHIPPED,3,8,2003,PLANES,0.281767955801105,S18_2581,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10145,0.34426229508196726,0.46594638949671774,0.1176470588235294,0.1554941548700507,2003-08-25,SHIPPED,3,8,2003,MOTORCYCLES,0.19889502762430938,S24_2360,TOYS4GROWNUPS.COM,6265557265,78934 HILLSIDE DR.,PASADENA,90003,USA,DESCONOCIDO,YOUNG,JULIE,SMALL,2003,8,3
10146,0.6721311475409837,0.550601750547046,0.058823529411764705,0.3572829417090699,2003-09-03,SHIPPED,3,9,2003,MOTORCYCLES,0.16022099447513816,S18_3782,GIFT IDEAS CORP.,2035554407,2440 POMPTON ST.,GLENDALE,97561,USA,DESCONOCIDO,LEWIS,DAN,MEDIUM,2003,9,3
10146,0.3770491803278689,1.0,0.0,0.529541042868741,2003-09-03,SHIPPED,3,9,2003,CLASSIC CARS,0.6353591160220994,S18_4721,GIFT IDEAS CORP.,2035554407,2440 POMPTON ST.,GLENDALE,97561,USA,DESCONOCIDO,LEWIS,DAN,MEDIUM,2003,9,3
10147,0.6885245901639344,1.0,0.3529411764705882,1.0,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.8895027624309392,S12_1099,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,LARGE,2003,9,3
10147,0.3278688524590164,0.7591630196936543,0.1176470588235294,0.22184565114981508,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.2430939226519337,S18_1889,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,SMALL,2003,9,3
10147,0.4098360655737705,1.0,0.23529411764705882,0.402635403546168,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.4640883977900553,S12_3380,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,MEDIUM,2003,9,3
10147,0.4098360655737705,0.5168216630196937,0.5882352941176471,0.2034873658994551,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.2596685082872928,S24_4620,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,SMALL,2003,9,3
10147,0.5081967213114754,1.0,0.47058823529411764,0.5242862727148199,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.6243093922651933,S18_3482,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,MEDIUM,2003,9,3
10147,0.3114754098360656,0.21594638949671774,0.0,0.07812929113391179,2003-09-05,SHIPPED,3,9,2003,CLASSIC CARS,0.022099447513812154,S24_2972,COLLECTABLES FOR LESS INC.,6175558555,7825 DOUGLAS AV.,BRICKHAVEN,58339,USA,DESCONOCIDO,NELSON,ALLEN,SMALL,2003,9,3
